zip_code,geolatitud,geolongitud,city,state_name
1205,-23.53176047100233,-46.64592571455356,Sao Paulo,São Paulo
1201,-23.53435725950717,-46.64935629739165,Sao Paulo,São Paulo
1259,-23.54335652677597,-46.683946373016354,Sao Paulo,São Paulo
1210,-23.540860990564934,-46.64385528059898,Sao Paulo,São Paulo
1249,-23.54756594892955,-46.66977043395457,Sao Paulo,São Paulo
1212,-23.537511255832708,-46.63705730743676,Sao Paulo,São Paulo
1248,-23.547307547319537,-46.66789155107045,Sao Paulo,São Paulo
1233,-23.54029947071385,-46.66278360519932,Sao Paulo,São Paulo
1219,-23.54022357395128,-46.645277138092126,Sao Paulo,São Paulo
1235,-23.53645971856428,-46.66424678602334,Sao Paulo,São Paulo
1209,-23.539446764643067,-46.639378335968615,Sao Paulo,São Paulo
1236,-23.54169219568345,-46.66747262574287,Sao Paulo,São Paulo
1206,-23.535535799324883,-46.64305202830518,Sao Paulo,São Paulo
1207,-23.536840620318525,-46.640393035807016,Sao Paulo,São Paulo
1251,-23.54700826311385,-46.67399273506846,Sao Paulo,São Paulo
1242,-23.547526626983625,-46.65580327269316,Sao Paulo,São Paulo
1241,-23.54567660866176,-46.6569934730798,Sao Paulo,São Paulo
1208,-23.540822507357586,-46.6397147149576,Sao Paulo,São Paulo
1254,-23.54196785483874,-46.68191419135562,Sao Paulo,São Paulo
1255,-23.545782460730543,-46.68119826089217,Sao Paulo,São Paulo
1245,-23.54929680904841,-46.66359454884875,Sao Paulo,São Paulo
1225,-23.54064714772717,-46.648251782670506,Sao Paulo,São Paulo
1252,-23.54173205190716,-46.67710841548848,Sao Paulo,São Paulo
1237,-23.544317693577312,-46.66982279920932,Sao Paulo,São Paulo
1200,-23.531567773241413,-46.64986907784642,Sao Paulo,São Paulo
1250,-23.548106335564583,-46.67255083804609,Sao Paulo,São Paulo
1247,-23.55134173476097,-46.66937701435217,Sao Paulo,São Paulo
1246,-23.55259069386578,-46.6664048798257,Sao Paulo,São Paulo
1262,-23.550856391462712,-46.67735184892536,Sao Paulo,São Paulo
1253,-23.54320796973291,-46.680244701079125,Sao Paulo,São Paulo
1290,-23.54096134139296,-46.657748702752585,Sao Paulo,São Paulo
1256,-23.54856753595123,-46.683293049685474,Sao Paulo,São Paulo
1303,-23.55001132944774,-46.64818240521669,Sao Paulo,São Paulo
1309,-23.55732368858565,-46.65692890729416,Sao Paulo,São Paulo
1310,-23.556926913670807,-46.6615417904381,Sao Paulo,São Paulo
1323,-23.56360092810872,-46.64096891541434,Sao Paulo,São Paulo
1321,-23.55896103857696,-46.64089188579832,Sao Paulo,São Paulo
1333,-23.56356993894623,-46.65184216708981,Sao Paulo,São Paulo
1314,-23.550271219805023,-46.641530430203645,Sao Paulo,São Paulo
1331,-23.5623275209476,-46.6503277425703,Sao Paulo,São Paulo
1307,-23.549360699694148,-46.65412441687346,Sao Paulo,São Paulo
1318,-23.56503810268915,-46.64731633542034,Sao Paulo,São Paulo
1322,-23.564189902302505,-46.64356963725542,Sao Paulo,São Paulo
1308,-23.555182505135885,-46.65226234401868,Sao Paulo,São Paulo
1306,-23.55433380183505,-46.64967363918865,Sao Paulo,São Paulo
1301,-23.550812799901816,-46.65525802969017,Sao Paulo,São Paulo
1302,-23.547650962519555,-46.64357747515727,Sao Paulo,São Paulo
1312,-23.55364600943506,-46.64827785290551,Sao Paulo,São Paulo
1319,-23.55156260866176,-46.64021297307979,Sao Paulo,São Paulo
1316,-23.55298158090484,-46.63977389064573,Sao Paulo,São Paulo
1317,-23.56281094772712,-46.64538049222014,Sao Paulo,São Paulo
1313,-23.556513287803007,-46.65025319729151,Sao Paulo,São Paulo
1324,-23.55135945406544,-46.64339075477531,Sao Paulo,São Paulo
1327,-23.56521929669917,-46.6451517253736,Sao Paulo,São Paulo
1304,-23.55217944962204,-46.652991998615015,Sao Paulo,São Paulo
1332,-23.559874596168275,-46.65312715543304,Sao Paulo,São Paulo
1326,-23.558908285042403,-46.64517207853889,Sao Paulo,São Paulo
1315,-23.552592988343235,-46.64068338732753,Sao Paulo,São Paulo
1325,-23.56040415015292,-46.64409070038665,Sao Paulo,São Paulo
1329,-23.56314574493621,-46.64661879892085,Sao Paulo,São Paulo
1330,-23.556817623925213,-46.64986083625707,Sao Paulo,São Paulo
1311,-23.560566359426364,-46.65761042867444,Sao Paulo,São Paulo
1305,-23.55608304968548,-46.658022684978974,Sao Paulo,São Paulo
1320,-23.557337937272795,-46.63877749362335,Sao Paulo,São Paulo
1328,-23.55542941271852,-46.64533779225576,Sao Paulo,São Paulo
1402,-23.58406691212703,-46.66998067037748,Sao Paulo,São Paulo
1421,-23.562331512897508,-46.66120425339033,Sao Paulo,São Paulo
1403,-23.57034735804139,-46.65315099653755,Sao Paulo,São Paulo
1409,-23.5613664276935,-46.657593869005645,Sao Paulo,São Paulo
1411,-23.568546850380155,-46.66483313596545,Sao Paulo,São Paulo
1452,-23.56883153079836,-46.69199439364803,Sao Paulo,São Paulo
1423,-23.568918203156603,-46.656995139736914,Sao Paulo,São Paulo
1417,-23.48850962531019,-46.714606281435714,Sao Paulo,São Paulo
1408,-23.569438714409333,-46.66342129141903,Sao Paulo,São Paulo
1455,-23.58069070497428,-46.68751888037395,Sao Paulo,São Paulo
1401,-23.56974757197717,-46.65100357197719,Sao Paulo,São Paulo
1410,-23.558595737434405,-46.65657075535223,Sao Paulo,São Paulo
1453,-23.583435663338896,-46.68646270038665,Sao Paulo,São Paulo
1415,-23.551840037191976,-46.65455309547579,Sao Paulo,São Paulo
1416,-23.55951039494492,-46.66706390175425,Sao Paulo,São Paulo
1445,-23.568346382739897,-46.68910543089613,Sao Paulo,São Paulo
1424,-23.56816235942637,-46.66117892867444,Sao Paulo,São Paulo
1422,-23.55978441771017,-46.6660792610364,Sao Paulo,São Paulo
1419,-23.557767998615013,-46.662673347769605,Sao Paulo,São Paulo
1414,-23.56362276547979,-46.667603824167614,Sao Paulo,São Paulo
1420,-23.56851813765943,-46.65191532569683,Sao Paulo,São Paulo
1451,-23.583489065785624,-46.68508055092622,Sao Paulo,São Paulo
1446,-23.575692782128208,-46.67656975659298,Sao Paulo,São Paulo
1406,-23.56582006549717,-46.65801073994457,Sao Paulo,São Paulo
1454,-23.582148872612336,-46.68638063183105,Sao Paulo,São Paulo
1426,-23.56259714729301,-46.66968807621716,Sao Paulo,São Paulo
1413,-23.55863183097696,-46.66070142630853,Sao Paulo,São Paulo
1433,-23.58188488758732,-46.66848679753589,Sao Paulo,São Paulo
1427,-23.573515117952592,-46.66112293352187,Sao Paulo,São Paulo
1405,-23.566964123780973,-46.65698270719597,Sao Paulo,São Paulo
1435,-23.579681908967608,-46.66963177269314,Sao Paulo,São Paulo
1449,-23.576292199001667,-46.68142310352587,Sao Paulo,São Paulo
1425,-23.572330354982963,-46.66082327699232,Sao Paulo,São Paulo
1430,-23.881629353829144,-46.643818799723405,Sao Paulo,São Paulo
1404,-23.56994326977895,-46.657093704685806,Sao Paulo,São Paulo
1442,-23.56370226740048,-46.67529085698279,Sao Paulo,São Paulo
1407,-23.5784800999192,-46.67516750652087,Sao Paulo,São Paulo
1418,-23.56312173510022,-46.656566708353616,Sao Paulo,São Paulo
1472,-23.57054369248079,-46.69129667943905,Sao Paulo,São Paulo
1443,-23.56750865000869,-46.68471805799536,Sao Paulo,São Paulo
1428,-23.576461470165608,-46.65933149278663,Sao Paulo,São Paulo
1434,-23.57791700859833,-46.66945260115993,Sao Paulo,São Paulo
1457,-23.57883550069249,-46.69092820399332,Sao Paulo,São Paulo
1412,-23.5644233366611,-46.66684085068379,Sao Paulo,São Paulo
1448,-23.57741669608748,-46.67817482139765,Sao Paulo,São Paulo
1456,-23.57850415543304,-46.690118296987634,Sao Paulo,São Paulo
1432,-23.574420691644068,-46.66422198695826,Sao Paulo,São Paulo
1441,-23.57565669776092,-46.68951882930351,Sao Paulo,São Paulo
1489,-23.57664998889148,-46.68740004775216,Sao Paulo,São Paulo
1429,-23.57524108520401,-46.66307398459231,Sao Paulo,São Paulo
1450,-23.574925477927227,-46.68505199999999,Sao Paulo,São Paulo
1440,-23.56448527782904,-46.674418610595005,Sao Paulo,São Paulo
1438,-23.570325577009708,-46.67299258050082,Sao Paulo,São Paulo
1444,-23.605675658895493,-46.74544468220901,Sao Paulo,São Paulo
1436,-23.572650803768283,-46.66771704607878,Sao Paulo,São Paulo
1447,-23.5725176791506,-46.680710766460734,Sao Paulo,São Paulo
1439,-23.5662832672688,-46.67340369415422,Sao Paulo,São Paulo
1431,-23.5781666383806,-46.66288281851213,Sao Paulo,São Paulo
1437,-23.57095471827582,-46.66969642853022,Sao Paulo,São Paulo
1526,-23.56690212960936,-46.6300592031566,Sao Paulo,São Paulo
1509,-23.5675905298344,-46.63545150721337,Sao Paulo,São Paulo
1504,-23.56375858312654,-46.63899210115993,Sao Paulo,São Paulo
1536,-23.56253963239443,-46.622343972359054,Sao Paulo,São Paulo
1535,-23.569618023313524,-46.62490078227243,Sao Paulo,São Paulo
1511,-23.555682314184303,-46.63309991286275,Sao Paulo,São Paulo
1534,-23.56284740383172,-46.62391126354653,Sao Paulo,São Paulo
1514,-23.55306435468261,-46.62768625580495,Sao Paulo,São Paulo
1529,-23.569353157366287,-46.63690014002537,Sao Paulo,São Paulo
1539,-23.573782561198005,-46.62058066708981,Sao Paulo,São Paulo
1532,-23.572060847625384,-46.636136837497816,Sao Paulo,São Paulo
1542,-23.57081105190717,-46.62114560866177,Sao Paulo,São Paulo
1548,-23.578346556754592,-46.614710870390624,Sao Paulo,São Paulo
1543,-23.575755845951942,-46.62009625506377,Sao Paulo,São Paulo
1544,-23.576922503462445,-46.622911919095145,Sao Paulo,São Paulo
1546,-23.576252951151247,-46.62235967583239,Sao Paulo,São Paulo
1523,-23.56366379462169,-46.61929091188178,Sao Paulo,São Paulo
1506,-23.56180273327946,-46.63479182904371,Sao Paulo,São Paulo
1518,-23.558930444630374,-46.62292373757862,Sao Paulo,São Paulo
1510,-23.55619865667379,-46.63344748251487,Sao Paulo,São Paulo
1537,-23.569022776299825,-46.62199066665712,Sao Paulo,São Paulo
1531,-23.570124170696488,-46.63265515860704,Sao Paulo,São Paulo
1549,-23.57732126894224,-46.61708484846209,Sao Paulo,São Paulo
1533,-23.57219854010617,-46.63913109824576,Sao Paulo,São Paulo
1525,-23.56700890313921,-46.63752874701368,Sao Paulo,São Paulo
1520,-23.559238666108847,-46.61831887996994,Sao Paulo,São Paulo
1550,-23.57203616319466,-46.61521226741304,Sao Paulo,São Paulo
1503,-23.555488240827945,-46.63559923847351,Sao Paulo,São Paulo
1541,-23.568722298084143,-46.61880092397124,Sao Paulo,São Paulo
1545,-23.581373061053768,-46.6178758329102,Sao Paulo,São Paulo
1522,-23.55916467499565,-46.61546691825843,Sao Paulo,São Paulo
1508,-23.56014607245072,-46.633346125858445,Sao Paulo,São Paulo
1519,-23.56007528864907,-46.62182990175425,Sao Paulo,São Paulo
1547,-23.58202355453289,-46.62322245045877,Sao Paulo,São Paulo
1538,-23.573205,-46.62290025,Sao Paulo,São Paulo
1501,-23.5519314837556,-46.63569089731083,Sao Paulo,São Paulo
1521,-23.56012381877193,-46.62080822384439,Sao Paulo,São Paulo
1530,-23.586145389375964,-46.72796029067322,Sao Paulo,São Paulo
1505,-23.555396514570944,-46.6328610313636,Sao Paulo,São Paulo
1502,-23.55498324839867,-46.63569905288812,Sao Paulo,São Paulo
1551,-23.576649380518187,-46.61216232569684,Sao Paulo,São Paulo
1540,-23.56461420122337,-46.62049830030583,Sao Paulo,São Paulo
1528,-23.563268623088483,-46.62567806771887,Sao Paulo,São Paulo
1513,-23.556895554532897,-46.63100370483005,Sao Paulo,São Paulo
1527,-23.563144561198005,-46.62658014155458,Sao Paulo,São Paulo
1524,-23.5670455434244,-46.61611199999999,Sao Paulo,São Paulo
1507,-23.558197452680457,-46.63164907507647,Sao Paulo,São Paulo
1512,-23.553644898695826,-46.63261889578163,Sao Paulo,São Paulo
1552,-23.573835900917526,-46.61101337290079,Sao Paulo,São Paulo
1553,-23.57430307573513,-46.60968254215087,Sao Paulo,São Paulo
1516,-23.55948466195392,-46.61446206064973,Sao Paulo,São Paulo
1517,-23.560247933666105,-46.624831454209655,Sao Paulo,São Paulo
2019,-23.498262,-46.62855053996195,Sao Paulo,São Paulo
2069,-23.50688763558197,-46.61434088051819,Sao Paulo,São Paulo
2067,-23.505895624473467,-46.60638997293555,Sao Paulo,São Paulo
2020,-23.499083916977654,-46.63226647191997,Sao Paulo,São Paulo
2075,-23.502028505135893,-46.60034967291817,Sao Paulo,São Paulo
2012,-23.50836123028566,-46.62752418968636,Sao Paulo,São Paulo
2076,-23.50692178074323,-46.5989496135092,Sao Paulo,São Paulo
2035,-23.500395,-46.62233251442673,Sao Paulo,São Paulo
2034,-23.50412273877685,-46.6246075311652,Sao Paulo,São Paulo
2022,-23.50623786745398,-46.64043238758518,Sao Paulo,São Paulo
2021,-23.499439994171624,-46.63380353274858,Sao Paulo,São Paulo
2080,-23.49781772078598,-46.60657423175024,Sao Paulo,São Paulo
2066,-23.50875908021236,-46.602973042876144,Sao Paulo,São Paulo
2085,-23.4974436813723,-46.61260908702167,Sao Paulo,São Paulo
2030,-23.504769581649203,-46.62470303231384,Sao Paulo,São Paulo
2064,-23.519807581453097,-46.5960457342604,Sao Paulo,São Paulo
2029,-23.510936587354013,-46.62008933890293,Sao Paulo,São Paulo
2060,-23.51886128198398,-46.60382280391252,Sao Paulo,São Paulo
2054,-23.51636255037796,-46.60569249861501,Sao Paulo,São Paulo
2072,-23.50081050929084,-46.60427196058632,Sao Paulo,São Paulo
2017,-23.501381250870143,-46.639206505591815,Sao Paulo,São Paulo
2018,-23.493511048012017,-46.63106708174157,Sao Paulo,São Paulo
2043,-23.490223040798668,-46.61732558589649,Sao Paulo,São Paulo
2074,-23.509075809596663,-46.59346383582438,Sao Paulo,São Paulo
2038,-23.49857049347913,-46.6233534590571,Sao Paulo,São Paulo
2016,-23.50097763469062,-46.62712333406575,Sao Paulo,São Paulo
2040,-23.48902299194992,-46.62186690299499,Sao Paulo,São Paulo
2056,-23.510640635581964,-46.6040934060534,Sao Paulo,São Paulo
2051,-23.51226773910784,-46.60874803052688,Sao Paulo,São Paulo
2041,-23.49010232139766,-46.61972998972821,Sao Paulo,São Paulo
2039,-23.49231066388715,-46.6205286217035,Sao Paulo,São Paulo
2073,-23.501230323619367,-46.60751038343238,Sao Paulo,São Paulo
2082,-23.49467072799935,-46.609653122396,Sao Paulo,São Paulo
2033,-23.50215379349651,-46.61688101249347,Sao Paulo,São Paulo
2013,-23.5030857485429,-46.63382294171621,Sao Paulo,São Paulo
2079,-23.50036682653355,-46.60264059824574,Sao Paulo,São Paulo
2037,-23.499986521784315,-46.618730413266775,Sao Paulo,São Paulo
2083,-23.49552085567545,-46.599274267557256,Sao Paulo,São Paulo
2068,-23.50320809186911,-46.61302451304173,Sao Paulo,São Paulo
2071,-23.50313753733621,-46.609684480437394,Sao Paulo,São Paulo
2047,-23.51836389286744,-46.61420872522939,Sao Paulo,São Paulo
2078,-23.502460609498485,-46.59374588980903,Sao Paulo,São Paulo
2044,-23.49568082347514,-46.61894670690752,Sao Paulo,São Paulo
2084,-23.495675029141907,-46.59947756924808,Sao Paulo,São Paulo
2055,-23.512952943937883,-46.6083024672514,Sao Paulo,São Paulo
2042,-23.48802239938832,-46.61900150236592,Sao Paulo,São Paulo
2045,-23.494406023962647,-46.617320553160994,Sao Paulo,São Paulo
2036,-23.50210750375091,-46.62196127699232,Sao Paulo,São Paulo
2046,-23.48774784542202,-46.61152878400604,Sao Paulo,São Paulo
2010,-23.514929559813023,-46.62640583152521,Sao Paulo,São Paulo
2081,-23.49664721787179,-46.6050361851232,Sao Paulo,São Paulo
2050,-23.51654350320264,-46.61056315903973,Sao Paulo,São Paulo
2052,-23.509466926452752,-46.606867502077456,Sao Paulo,São Paulo
2031,-23.51506899745697,-46.6253165150725,Sao Paulo,São Paulo
2028,-23.50751845268047,-46.6174707485429,Sao Paulo,São Paulo
2065,-23.50172637108313,-46.602397760747934,Sao Paulo,São Paulo
2077,-23.50100111157596,-46.59626327601136,Sao Paulo,São Paulo
2011,-23.50190277027253,-46.626229169812845,Sao Paulo,São Paulo
2049,-23.5149758170985,-46.61611264542106,Sao Paulo,São Paulo
2032,-23.5107769477988,-46.62390842770356,Sao Paulo,São Paulo
2053,-23.510427444341925,-46.60117949988444,Sao Paulo,São Paulo
2009,-23.515799103830265,-46.64113909097136,Sao Paulo,São Paulo
2089,-23.51709448459233,-46.616673100755904,Sao Paulo,São Paulo
2088,-23.50424025971884,-46.620742066583865,Sao Paulo,São Paulo
2150,-23.495750203445063,-46.56850788842403,Sao Paulo,São Paulo
2133,-23.500291464048765,-46.585615159039705,Sao Paulo,São Paulo
2167,-23.522903946448046,-46.58180409758191,Sao Paulo,São Paulo
2130,-23.508100938657773,-46.58282425353455,Sao Paulo,São Paulo
2188,-23.507509473772288,-46.56565713558197,Sao Paulo,São Paulo
2152,-23.498158714409342,-46.573211734116185,Sao Paulo,São Paulo
2138,-23.49565160199666,-46.57582722508515,Sao Paulo,São Paulo
2134,-23.499318080212344,-46.578124372468125,Sao Paulo,São Paulo
2176,-23.51226784347044,-46.5737047327312,Sao Paulo,São Paulo
2117,-23.52019456333894,-46.593538927981854,Sao Paulo,São Paulo
2119,-23.513593871775623,-46.59299115736628,Sao Paulo,São Paulo
2131,-23.50281070858096,-46.581761933117846,Sao Paulo,São Paulo
2124,-23.50636475575626,-46.58066375575627,Sao Paulo,São Paulo
2129,-23.50521569969416,-46.58945986733221,Sao Paulo,São Paulo
2132,-23.49833145406544,-46.58041450069248,Sao Paulo,São Paulo
2110,-23.52188843014645,-46.59374225679054,Sao Paulo,São Paulo
2135,-23.498807971146547,-46.573631134485446,Sao Paulo,São Paulo
2127,-23.50238052178431,-46.582730947544576,Sao Paulo,São Paulo
2114,-23.52285334194121,-46.59177958367481,Sao Paulo,São Paulo
2178,-23.51983840466844,-46.57027290507246,Sao Paulo,São Paulo
2177,-23.511112774078125,-46.56976216763806,Sao Paulo,São Paulo
2120,-23.510416629107844,-46.594217747359366,Sao Paulo,São Paulo
2161,-23.491262189566605,-46.57078597807146,Sao Paulo,São Paulo
2112,-23.512668178041054,-46.58665534166385,Sao Paulo,São Paulo
2126,-23.506858079375625,-46.59162343505108,Sao Paulo,São Paulo
2169,-23.51932718168024,-46.57580722635043,Sao Paulo,São Paulo
2123,-23.510773697472448,-46.57804828074323,Sao Paulo,São Paulo
2189,-23.507621497085808,-46.56616243450284,Sao Paulo,São Paulo
2128,-23.50399490536093,-46.5946382411853,Sao Paulo,São Paulo
2179,-23.51950161226844,-46.567310496104845,Sao Paulo,São Paulo
2136,-23.4982544454671,-46.57847265889549,Sao Paulo,São Paulo
2174,-23.523062564007805,-46.57189679679223,Sao Paulo,São Paulo
2186,-23.51335483236194,-46.56877347114656,Sao Paulo,São Paulo
2137,-23.50176923397196,-46.57187320760001,Sao Paulo,São Paulo
2185,-23.512283612268444,-46.56782303996194,Sao Paulo,São Paulo
2181,-23.52093290536093,-46.56270976672054,Sao Paulo,São Paulo
2180,-23.51997318512321,-46.5659400380287,Sao Paulo,São Paulo
2111,-23.515789212043405,-46.59197639370417,Sao Paulo,São Paulo
